CO2,horse,type
260.717,365,Truck
396.625,365,Truck
412.82,365,Truck
267.651,365,Truck
359.453,325,Truck
242.839,325,Truck
428.204,365,Truck
281.769,365,Truck
274.355,325,Truck
394.094,325,Truck
449.71,385,Truck
288.43,385,Truck
435.2212,385,Truck
271.6875,385,Truck
468.016,385,Truck
271.0894,385,Truck
286.906,385,Truck
436.6978,385,Truck
476.515,385,Truck
436.8153,385,Truck
271.8447,385,Truck
286.306,385,Truck
509.07,385,Truck
345.682,385,Truck
480.6433,385,Truck
327.4232,385,Truck
484.186,385,Truck
306.406,385,Truck
460.366,385,Truck
286.3655,385,Truck
174.5,120,Car
248.44,120,Car
170.5934991,120,Car
252.7136641,120,Car
211.616,120,Car
143.701,120,Car
213.643,120,Car
396.465,285,Car
251.855,285,Car
464.061,355,Car
296.377,355,Car
444.194,355,Car
284.33,355,Car
239.9845,160,Car
255.429,160,Car
148.0657,160,Car
154.45,160,Car
160.996,160,Car
253.258,160,Car
222.199,123,Car
147.314,123,Car
157.5391172,123,Car
232.7277223,123,Car
152.0873189,141,Car
146.3079723,141,Car
322.75,237,Car
201.969,237,Car
192.117,169,Car
310.604,169,Car
292.213,169,Car
170.441,169,Car
277.468,169,Car
167.989,169,Car
175.157,141,Car
175.807,141,Car
379.535697,300,Car
230.0535454,300,Car
472.258,420,Car
252.755,420,Car
381.253,420,Car
594.838,420,Car
405.87,300,Car
222.514,300,Car
326.017,310,Car
197.652,310,Car
340.931,310,Car
209.372,310,Car
312.74,310,Car
200.53,310,Car
449.211,420,Car
255.72,420,Car
452.871,420,Car
258.174,420,Car
263.098,420,Car
456.929,420,Car
472.035,420,Car
275.103,420,Car
470.856,420,Car
462.366,420,Car
273.275,420,Car
266.018,420,Car
471.159,420,Car
283.077,420,Car
479.84,420,Car
284.021,420,Car
389.767,300,Car
242.263,300,Car
528.212,526,Car
307.835,526,Car
505.809,526,Car
293.522,526,Car
344.826,237,Car
212.181,237,Car
500.422,270,Truck
334.457,270,Truck
327.6542328,270,Truck
503.4224765,270,Truck
372.751,270,Truck
352.1613,270,Truck
509.254,270,Truck
489.5341,270,Truck
348.759,365,Truck
509.257,365,Truck
418.769,365,Car
255.853,365,Car
365.753,285,Car
224.595,285,Car
449.629,365,Car
281.4,365,Car
458.477,365,Car
283.601,365,Car
256.32,305,Car
388.877,305,Car
241.5857,305,Car
363.3,305,Car
389.431,285,Car
237.695,285,Car
387.194,285,Car
240.736,285,Car
213.315,170,Truck
312.685,170,Truck
323.243,170,Truck
214.363,170,Truck
313.495,170,Truck
211.283,170,Truck
315.927,170,Truck
335.514,169,Truck
222.258,169,Truck
223.088,168,Truck
346.003,168,Truck
227.421,168,Truck
228.281,168,Truck
356.718,168,Truck
370.595,304,Car
224.927,304,Car
343.419,237,Car
227.436,237,Car
400.863,305,Truck
246.504,305,Truck
485.098,380,Truck
325.557,380,Truck
493.4242136,380,Truck
337.8855667,380,Truck
411.4,255,Both
230.8,255,Both
173.6,182,Car
173.6,182,Car
282.1,182,Car
282.1,182,Car
414.936,303,Both
241.91,303,Both
419.2,303,Both
246.2,303,Both
361.136,182,Both
202.626,182,Both
371.8,260,Car
234.5,260,Car
203.4610451,250,Car
345.4409391,250,Car
329.619,182,Both
196.609,182,Both
513.7,550,Car
344.5,550,Car
364.085,272,Car
212.945,272,Car
376.6,272,Car
222.2,272,Car
344.5,272,Car
229.6,272,Car
228.5,272,Car
329.1,272,Car
214.7,272,Car
213.6,272,Car
339.2,272,Car
222.7,272,Car
221.6,272,Car
343.1,272,Car
221.1,272,Car
220,272,Car
330.5084051,196,Car
193.6831587,196,Car
329.2735399,196,Car
385.453,301,Both
227.832,301,Both
344.171,272,Car
209.053,272,Car
268.523,420,Car
456.822,420,Car
384.7,301,Both
221.1,301,Both
384.7,301,Both
240.2,301,Both
614.987,556,Car
614.987,556,Car
364.68,556,Car
364.68,556,Car
479.977,425,Truck
293.944,425,Truck
485.6,425,Truck
303.3,425,Truck
491.424,425,Truck
308.362,425,Truck
493.7,425,Truck
310.7,425,Truck
417.204,280,Both
255.981,280,Both
448.284,280,Both
272.241,280,Both
399.832,280,Both
247.172,280,Both
411.814,280,Both
259.343,280,Both
457.828,280,Both
283.732,280,Both
279.432,280,Both
436.361,280,Both
422.811,303,Car
263.328,303,Car
319.301,303,Car
570.273,303,Car
510.4271188,303,Car
319.6465493,303,Car
448.201,410,Car
268.16,410,Car
489.612,303,Car
308.198,303,Car
465.3,303,Car
287.6,303,Car
396.7,304,Both
234.5,304,Both
437.8,304,Both
257.6,304,Both
422.989,304,Both
228.168,304,Both
451.1,420,Car
264.5,420,Car
472.7,420,Car
279.5,420,Car
451.1,420,Car
253.9,420,Car
316.042,182,Both
197.151,182,Both
309.317,182,Both
197.294,182,Both
348.5,182,Both
222.7,182,Both
348.5,182,Both
222.7,182,Both
339.2,182,Both
219.4,182,Both
339.2,182,Both
219.4,182,Both
490.367,425,Truck
309.321,425,Truck
442.1,345,Truck
279.5,345,Truck
425.3,345,Truck
265.6,345,Truck
451.1,345,Truck
275.1,345,Truck
434.1,345,Truck
261.2,345,Truck
448.8,345,Truck
289.5,345,Truck
431.2,345,Truck
274.9,345,Truck
444.4,345,Truck
283,345,Truck
428.2,345,Truck
269,345,Truck
442.1,345,Truck
279.5,345,Truck
451.1,345,Truck
275.1,345,Truck
448.8,345,Truck
289.5,345,Truck
379.669,304,Car
212.396,304,Car
633.583,556,Car
371.042,556,Car
612.9,556,Car
356.9,556,Car
612.9,556,Car
356.9,556,Car
499.224,400,Car
295.091,400,Car
551.568,505,Car
334.453,505,Car
393.576,280,Both
247.409,280,Both
391.223,280,Both
242.376,280,Both
491,356,Car
279.5,356,Car
419.2,356,Car
469.8,356,Car
267.9,356,Car
511.959,425,Car
304.335,425,Car
366.131,194,Truck
244.632,194,Truck
352.943,194,Truck
237.154,194,Truck
389.91,300,Truck
248.148,300,Truck
252.885387,194,Truck
381.4741024,194,Truck
406.895,300,Truck
263.735,300,Truck
481.675,300,Truck
366.787,300,Truck
421.225,450,Car
232.981,450,Car
405.219,450,Car
405.219,450,Car
210.114,450,Car
210.114,450,Car
444.07,455,Car
214.148,455,Car
220.376,455,Car
481.547,650,Car
295.16,650,Car
467.143,650,Car
279.322,650,Car
538.557,650,Car
299.183,650,Car
243.361,138,Car
147.103,138,Car
263.7,138,Car
166.1,138,Car
179.8427335,140,Car
311.466212,140,Car
171.521,138,Car
277.32,138,Car
153.9586364,148,Car
153.9586364,148,Car
153.9586364,148,Car
292.3471281,148,Car
292.3471281,148,Car
292.3471281,148,Car
152.5160134,148,Car
152.5160134,148,Car
152.5160134,148,Car
266.9,140,Car
166.4,140,Car
266.9,140,Car
166.1,140,Car
263.7,140,Car
161.9,140,Car
263.7,140,Car
161.6,140,Car
429.3,308,Both
256.1,308,Both
270.1017655,308,Both
448.6408471,308,Both
313.887,182,Both
202.82,182,Both
333.935,182,Both
203.609,182,Both
645.137,280,Truck
387.664,280,Truck
678.4,280,Truck
402.1,280,Truck
409.5,323,Truck
662.6,323,Truck
398.4,323,Truck
678.4,323,Truck
409.5,323,Truck
678.4,323,Truck
691.8,323,Truck
411.4,323,Truck
716.7,323,Truck
429.3,323,Truck
396.86,280,Both
367.715,280,Both
213.308,280,Both
199.424,280,Both
417.2,280,Both
391,280,Both
229.6,280,Both
216.3,280,Both
375.564,305,Car
220.689,305,Car
357.962,305,Both
216.663,305,Both
430.344,285,Truck
287.903,285,Truck
430.667,285,Truck
290.121,285,Truck
403.5,285,Truck
270.2,285,Truck
396.7,285,Truck
266.1,285,Truck
414.1,285,Truck
274.9,285,Truck
405.8,285,Truck
270.1,285,Truck
431.2,285,Truck
282.3,285,Truck
423.2,285,Truck
277.7,285,Truck
425.2,285,Truck
289.5,285,Truck
431.2,285,Truck
295.5,285,Truck
480.831,285,Truck
306.872,285,Truck
460.367,285,Truck
296.37,285,Truck
285.423,345,Truck
454,345,Truck
433.659,345,Truck
266.808,345,Truck
285.423,345,Truck
454,345,Truck
476.9,345,Truck
296.9,345,Truck
472.7,345,Truck
295.2,345,Truck
460.5,345,Truck
293.3,345,Truck
472.7,345,Truck
295.2,345,Truck
460.5,345,Truck
293.3,345,Truck
285.423,345,Truck
454,345,Truck
437.22,345,Truck
269.744,345,Truck
293.3,345,Truck
460.5,345,Truck
449.6,345,Truck
279.8,345,Truck
290.4,345,Truck
458.1,345,Truck
446.5,345,Truck
277.3,345,Truck
293.3,345,Truck
460.5,345,Truck
340.772,250,Car
211.186,250,Car
275.109,196,Car
168.845,196,Car
270.487,196,Car
170.331,196,Car
294.3,196,Car
191.9,196,Car
255.4,138,Car
171.2,138,Car
238.202,138,Car
156.352,138,Car
177.7,140,Car
282.1,140,Car
262.2,138,Car
180.6,138,Car
276.9,138,Car
186.3,138,Car
184.776,138,Car
252.805,138,Car
161.5033025,85,Car
223.3808235,85,Car
216.847,85,Car
158.776,85,Car
202.119,138,Car
286.238,138,Car
233.936,85,Car
270.216,85,Car
241.518,85,Car
184.5448,85,Car
165.42127,85,Car
497.074,425,Truck
317.902,425,Truck
512.554,425,Truck
319.872,425,Truck
552.6700887,425,Truck
365.6077139,425,Truck
711,352,Truck
423.2,352,Truck
331.2,201,Car
205.68,201,Car
292.25,201,Car
414.6,201,Car
363.88,201,Car
286.17,150,Car
180.11,150,Car
355.23,290,Car
222.96,290,Car
386.6089208,290,Car
237.0296642,290,Car
350.84,273,Truck
224.48,273,Truck
362.05,273,Truck
235.19,273,Truck
281.1647093,206,Both
170.1607322,206,Both
276.66,206,Both
176.06,206,Both
321.19,290,Car
179.83,290,Car
321.41,290,Car
180.6,290,Car
326.97,290,Car
195.51,290,Car
327.61,290,Car
195.17,290,Car
288.57,185,Car
179.58,185,Car
287.72,185,Car
180.23,185,Car
305.23,185,Car
189.2,185,Car
308.67,185,Car
186.96,185,Car
339.63,278,Car
194.63,278,Car
339.89,278,Car
196.37,278,Car
328.42,278,Car
182.62,278,Car
327.49,278,Car
183.34,278,Car
342.92,278,Car
197.59,278,Car
343.06,278,Car
196.79,278,Car
330.37,278,Car
183.34,278,Car
331.14,278,Car
183.05,278,Car
390.01,278,Car
225.72,278,Car
391.78,278,Car
227.74,278,Car
174.5470595,185,Car
262.268696,185,Car
254.24,185,Car
172.41,185,Car
266.3706946,185,Car
174.8032353,185,Car
262.0502709,185,Car
250.15,185,Car
169.65,185,Car
266.3271596,189,Car
184.1018944,189,Car
185.7909357,189,Car
273.5545068,189,Car
255.44,185,Car
172.79,185,Car
253.86,185,Car
173.36,185,Car
251.25,185,Car
167.91,185,Car
249.71,185,Car
169.1,185,Car
265.24,189,Car
180.44,189,Car
264.36,189,Car
180.41,189,Car
205.76,196,Car
123.68,196,Car
126.42,196,Car
206.5873781,196,Car
130.0523816,196,Car
129.3018001,196,Car
244.54,143,Car
173.55,143,Car
244.68,143,Car
172.75,143,Car
228.08,143,Car
162.49,143,Car
164.6034153,143,Car
238.8438656,143,Car
229.03,143,Car
162.85,143,Car
223.62,143,Car
159.37,143,Car
225.11,143,Car
159.24,143,Car
228.09,143,Car
163.37,143,Car
162.74,143,Car
229.6,143,Car
161.8265468,143,Car
232.7304028,143,Car
222.67,143,Car
157.65,143,Car
192.82,110,Car
124.26,110,Car
194.57,110,Car
124.28,110,Car
154.2994228,143,Car
224.2646939,143,Car
213.48,143,Car
148.47,143,Car
214.9,143,Car
149.67,143,Car
214.32,143,Car
149.17,143,Car
144.35,110,Car
131.45,110,Car
145.73,110,Car
133.35,110,Car
143.86,110,Car
131.43,110,Car
145.92,110,Car
132.53,110,Car
335.46,201,Car
213.34,201,Car
406.14,201,Car
366.21,201,Car
299.32,201,Car
265.4914783,185,Both
189.8976183,185,Both
256.6122953,185,Both
186.8714997,185,Both
252.15,185,Both
183.9,185,Both
249.73,185,Both
184.36,185,Both
263.68,185,Both
194.65,185,Both
265.61,185,Both
195.29,185,Both
272.073919,185,Both
196.1011665,185,Both
265.6460453,185,Both
194.0945642,185,Both
259.6,185,Both
187.92,185,Both
261.58,185,Both
191.56,185,Both
185.08,135,Car
159.79,135,Car
217.03,135,Car
163.03,135,Car
320.94,192,Both
205.07,192,Both
355.99,278,Car
213.23,278,Car
228.53,278,Car
377.35,278,Car
208.26,128,Car
161.95,128,Car
208.17,128,Car
161.54,128,Car
236.26,128,Car
171.49,128,Car
232.04,128,Car
167.74,128,Car
151.87,130,Car
198.3511029,130,Car
197.67,130,Car
150.82,130,Car
371.69,248,Truck
229.58,248,Truck
250,250,Car
391.89,250,Car
401.08,250,Car
250.41,250,Car
408.1,250,Car
261.09,250,Car
420.17,250,Car
263.25,250,Car
358.15,310,Car
206.38,310,Car
205.82,310,Car
357.12,310,Car
359.5251996,293,Car
221.2527458,293,Car
375.7709,293,Car
226.2511,293,Car
280.8065,173,Car
177.759,173,Car
284.4219,173,Car
183.3401,173,Car
285.6865,173,Car
177.9645,173,Car
291.3327,173,Car
185.9381,173,Car
287.7302,173,Car
190.3202,173,Car
192.8838354,173,Car
286.6533909,173,Car
291.9675,173,Car
192.0793,173,Car
287.3749,173,Car
186.0638,173,Car
253.8639,145,Car
171.8962,145,Car
254.967,145,Car
169.0118,145,Car
481.0397,429,Car
277.8358,429,Car
255.0800646,311,Car
436.0278819,311,Car
390.114,311,Car
222.3062,311,Car
484.0132,420,Car
275.9066,420,Car
452.2789,348,Car
279.1342,348,Car
383.4408,348,Car
504.4056,348,Car
512,348,Car
376.4183,348,Car
499.3705,348,Car
493.4472,348,Car
434.8942,348,Car
260.2726,348,Car
439.2253,348,Car
254.2506,348,Car
376.2277,348,Car
484.808,348,Car
474.4901,348,Car
451.9327,348,Car
379.2174,348,Car
516.1408,348,Car
520.3963,348,Car
289.2187,348,Car
455.9223,348,Car
283.3759,348,Car
384.2648,348,Car
526.8304,348,Car
504.4297,348,Car
265.2879347,290,Car
418.6229046,290,Car
423.6213434,290,Car
389.6984,290,Car
252.8576,290,Car
402.6,290,Car
257.2461,290,Car
389.81,290,Car
247.51,290,Car
365.397,265,Car
236.2827,265,Car
384.4865,265,Car
261.2707,265,Car
380.8554,265,Car
256.0844,265,Car
343.209,187,Car
231.7676,187,Car
370.3689,190,Car
250.406,190,Car
368.2011,265,Car
244.446,265,Car
422.8205,290,Car
262.64253,290,Car
414.0176,290,Car
448.6178,290,Car
280.3811,290,Car
424.6579,290,Car
199.7241153,245,Car
309.5390395,245,Car
206.731,245,Car
332.4166,245,Car
301.1569,185,Car
186.5346,185,Car
293.2051,185,Car
176.0291,185,Car
290.3604,185,Car
179.6677,185,Car
275.8432,185,Car
168.1706,185,Car
244.8977986,178,Car
166.9056483,178,Car
184.7263,159,Car
156.6188,159,Car
157.7761198,159,Car
186.9975157,159,Car
364.5972,180,Truck
248.54,180,Truck
250.2217,180,Truck
359.5093212,180,Truck
348.7806,182,Truck
249.6096,182,Truck
338.1645,182,Truck
245.7515,182,Truck
340.4476,182,Truck
221.63,182,Truck
332.5491,182,Truck
219.5241,182,Truck
248.3293,164,Truck
341.4372159,164,Truck
298.6871,164,Truck
217.7611,164,Truck
288.0498,201,Car
199.5156,201,Car
281.5449,201,Car
186.1978,201,Car
184.6212,159,Car
156.9982,159,Car
189.4587,159,Car
160.5696,159,Car
457.95,495,Car
277.25,495,Car
368.27,380,Car
235.07,380,Car
369.06,240,Car
222.23,240,Car
335.98,240,Car
459.7,240,Car
443.03,240,Car
389.36,340,Car
229.35,340,Car
463.28,510,Car
271.5,510,Car
477.17,510,Car
278.84,510,Car
483.11,510,Car
278.38,510,Car
446.73,510,Car
262.52,510,Car
477.17,510,Car
278.84,510,Car
444.29,340,Car
261.38,340,Car
396.28,340,Car
234.86,340,Car
425.95,340,Car
238.51,340,Car
483.11,470,Car
278.38,470,Car
448.01,340,Car
261.65,340,Car
428.89,340,Car
234.83,340,Car
444.21,340,Car
234.1,340,Car
286.27,385,Car
454.5,385,Car
446.73,385,Car
268.18,385,Car
484.2,510,Car
296.18,510,Car
473.59,510,Car
295.79,510,Car
355,240,Truck
243,240,Truck
406.99,240,Truck
270.5,240,Truck
420.89,340,Truck
282.19,340,Truck
337.2,240,Truck
212.6,240,Truck
255.1639,138,Car
172.1963,138,Car
250.8674,138,Car
165.7893,138,Car
240.5042,138,Car
158.7337,138,Car
252.3893,138,Car
163.219,138,Car
167.2130472,138,Car
262.423501,138,Car
255.6351,138,Car
171.208,138,Car
253.3168,138,Car
163.2473,138,Car
274.8773,173,Car
276.9733,173,Car
288.7338,166,Car
180.5782,166,Car
282.8472,166,Car
249.1608214,145,Car
167.6034233,145,Car
238.1643,145,Car
155.166,145,Car
253.0668,145,Car
165.1582,145,Car
276.4371,173,Car
272.6076,173,Car
250.4243,138,Car
176.056,138,Car
242.3359,138,Car
170.1254,138,Car
260.0282,138,Car
178.6685,138,Car
258.5981,138,Car
175.0418,138,Car
490.0606,293,Car
345.7012,293,Car
418.43,293,Car
379.003,293,Car
236.71,293,Car
283.6807,173,Car
173.526,173,Car
277.4531,173,Car
277.2628,173,Car
168.467,173,Car
270.195,173,Car
286.8689,166,Car
295.3028,166,Car
177.9269,166,Car
283.1685,166,Car
175.414,166,Car
271.4901,166,Car
272.3218,145,Car
166.5458,145,Car
162.8462,145,Car
260.0544,145,Car
255.1355832,145,Car
160.5112525,145,Car
275.4275,145,Car
166.8959,145,Car
268.5215,145,Car
160.3563,145,Car
278.7531,173,Car
184.9423,173,Car
284.8841,173,Car
316.2032,201,Car
215.6159,201,Car
312.2589,201,Car
208.37,201,Car
276.9979,173,Car
183.6258,173,Car
278.6561,173,Car
285.9037,173,Car
192.3127,173,Car
278.0762,173,Car
324.8977,201,Car
217.905,201,Car
330.0219,201,Car
216.7889529,201,Car
470.3812,420,Car
275.6736,420,Car
346.3287,274,Car
203.0742,274,Car
316.9818,192,Car
202.355,192,Car
311.4563,192,Car
187.0878,192,Car
311.5874,192,Car
198,192,Car
297.7142,192,Car
181.2143,192,Car
239.5655333,311,Car
399.8459602,311,Car
245.908,138,Car
161.598,138,Car
255.2974,138,Car
173.1793,138,Car
249.3776,138,Car
163.9126,138,Car
255.4076,138,Car
169.8898769,138,Car
247.2876,138,Car
167.9009,138,Car
242.8045,138,Car
164.366,138,Car
402.4325,276,Truck
264.4888,276,Truck
391.9028,276,Truck
257.5353,276,Truck
433.0131,276,Truck
287.1551,276,Truck
272.6405445,290,Car
407.0626122,290,Car
400.7573,290,Car
269.6432,290,Car
388.0195,290,Car
262.1326,290,Car
382.5991,290,Car
245.4103,290,Car
347.7821,191,Car
231.8047,191,Car
360.8567,191,Car
251.2861,191,Car
298.4447909,164,Car
205.5858806,164,Car
301.9803,164,Car
210.2624,164,Car
284.5921,130,Car
207.3508,130,Car
288.7743,130,Car
206.9935,130,Car
208.4274996,164,Car
287.7577795,164,Car
243.1385721,260,Truck
345.4218176,260,Truck
374.1645,260,Truck
257.8835,260,Truck
362.3031,180,Truck
245.6073,180,Truck
357.583,180,Truck
236.0014,180,Truck
358.4291,182,Truck
257.5639,182,Truck
353.345,182,Truck
240.7767,182,Truck
340.7771,182,Truck
221.0838,182,Truck
335.0081,182,Truck
219.603,182,Truck
258.1649,260,Truck
371.0282,260,Truck
247.9582,260,Truck
359.9244,260,Truck
784,700,Car
804,700,Car
708,700,Car
392,700,Car
532,700,Car
784,700,Car
744,700,Car
417.9545797,700,Car
771.3893189,700,Car
590.8789553,700,Car
705,700,Car
353,700,Car
527,700,Car
477.1,405,Car
267.1,405,Car
477.5,405,Car
248.6,405,Car
466.6,345,Car
266.9,345,Car
463.6,345,Car
256.1,345,Car
560.258,444,Car
318.614,444,Car
573.423,444,Car
313.164,444,Car
560.136,454,Car
311.998,454,Car
568.004,454,Car
310.862,454,Car
541.3,523,Car
300.4,523,Car
536.4,523,Car
283.1,523,Car
277.5907688,405,Car
474.8168251,405,Car
483.3,405,Car
250.5,405,Car
263,155,Truck
181,155,Truck
271,154,Truck
204,154,Truck
261,155,Truck
194,155,Truck
257,155,Truck
195,155,Truck
285,184,Truck
208,184,Truck
295,184,Truck
214,184,Truck
282,184,Truck
198,184,Truck
278,184,Truck
280,184,Truck
200,184,Truck
436.446,274,Truck
292.68,274,Truck
406.68,273,Truck
262.889,273,Truck
431.101,273,Truck
271.369,273,Truck
232,155,Car
153,155,Car
236,155,Car
156,155,Car
243,184,Car
160,184,Car
247,184,Car
168,184,Car
159,184,Car
238,184,Car
162,184,Car
242,184,Car
227,155,Car
151,155,Car
230,155,Car
156,155,Car
245,184,Car
161,184,Car
172.7559947,184,Car
256.164582,184,Car
254.7088025,184,Car
177.17954,184,Car
237,184,Car
156,184,Car
160.2554995,184,Car
239.8606165,184,Car
171.3352292,184,Car
274.6955045,184,Car
178.0653844,184,Car
270.978954,184,Car
317,157,Car
214,157,Car
219.9126715,157,Car
334.6911256,157,Car
355.449209,157,Car
274,184,Car
169,184,Car
280,184,Car
175,184,Car
255,184,Car
162,184,Car
271,184,Car
169.5000433,184,Car
158.4972698,184,Car
243.0675002,184,Car
246,184,Car
155,184,Car
306,167,Car
225,167,Car
324,167,Car
224,167,Car
316,158,Car
217,158,Car
344,158,Car
219,158,Car
323,158,Car
227,158,Car
346,158,Car
227,158,Car
451.9,641,Car
291,641,Car
397.8,641,Car
535.1,641,Car
546,641,Car
550.3,904,Car
315.5847313,904,Car
418.9799633,904,Car
457.1260128,904,Car
526.1,904,Car
403.61,469,Car
258.23,469,Car
323.82,201,Car
199.96,201,Car
186.36,241,Car
277.7,241,Car
287.05,241,Car
200.83,241,Car
350.95,302,Car
220.32,302,Car
420.8,302,Car
362.91,302,Car
233.29,302,Car
331.61,329,Car
221.74,329,Car
265.6,208,Car
164.6,208,Car
285.44,208,Both
189.1,208,Both
281.01,208,Both
189.25,208,Both
304.65,355,Car
207.04,355,Car
346.74,329,Car
211.42,329,Car
242.0995605,329,Car
365.9447407,329,Car
240.2571617,329,Car
404.89,402,Car
243,402,Car
268.63,402,Car
426.54,402,Car
457.97,550,Car
292.33,550,Car
276.53,190,Both
276.53,190,Both
276.53,190,Both
171.23,190,Both
171.23,190,Both
171.23,190,Both
288.85,190,Both
288.85,190,Both
288.85,190,Both
186.3,190,Both
186.3,190,Both
186.3,190,Both
218.7,302,Car
343.43,302,Car
335.04,302,Car
211.38,302,Car
223.7,302,Car
358.82,302,Car
223.5570741,302,Car
375.0549395,302,Car
365.2753107,302,Car
215.18,302,Car
322.78,302,Car
341.94,302,Car
228.8,302,Car
351.34,302,Car
238.56,302,Car
344.95,329,Car
217.54,329,Car
342.17,329,Car
216.32,329,Car
345.11,329,Car
212.98,329,Car
357.58,329,Car
229.55,329,Car
349.99,329,Car
223.8,329,Car
371.53,329,Car
238.95,329,Car
293.7,302,Car
221.95,302,Car
414.86,402,Car
250.25,402,Car
404.38,402,Car
242.05,402,Car
441.43,550,Car
276.29,550,Car
465.22,577,Car
288.75,577,Car
461.51,577,Car
292.32,577,Car
615.61,382,Truck
436.84,382,Truck
280.47,240,Truck
280.47,240,Truck
280.47,240,Truck
423.1,240,Truck
423.1,240,Truck
423.1,240,Truck
421.19,362,Truck
304.85,362,Truck
604.77,429,Truck
537.48,429,Truck
358.2,429,Truck
634.79,429,Truck
532.22,429,Truck
736.6,536,Truck
598.79,536,Truck
429.53,536,Truck
709.06,536,Truck
638.69,536,Truck
652.36,518,Truck
541.05,518,Truck
365.5,518,Truck
642.53,518,Truck
566.33,518,Truck
275.05,208,Both
175.53,208,Both
287.39,208,Both
196.54,208,Both
292.24,208,Both
187.8,208,Both
302.57,355,Car
217.38,355,Car
217.49,200,Truck
217.49,200,Truck
217.49,200,Truck
324.75,200,Truck
324.75,200,Truck
324.75,200,Truck
371.92,302,Both
250.32,302,Both
373.5,302,Both
376.73,302,Car
251.1,302,Car
376.68,302,Car
392.2488893,302,Both
256.9933089,302,Both
408.1416695,302,Both
389.25,302,Truck
258.22,302,Truck
233.16,201,Truck
233.16,201,Truck
233.16,201,Truck
344.74,201,Truck
344.74,201,Truck
344.74,201,Truck
388.17,201,Truck
388.17,201,Truck
388.17,201,Truck
445.89,201,Truck
445.89,201,Truck
445.89,201,Truck
471.01,201,Truck
471.01,201,Truck
471.01,201,Truck
390.7,302,Both
271.2,302,Both
403.82,302,Both
284.6,302,Both
382.22,302,Both
265.87,302,Both
395.68,329,Truck
289.76,329,Truck
520.54,518,Truck
365.13,518,Truck
713.02,518,Truck
551.62,518,Truck
647.15,518,Truck
410.66,449,Car
251.86,449,Car
390.89,449,Car
508.49,449,Car
515.51,449,Car
374.66,449,Car
436,449,Car
259.39,449,Car
390.23,449,Car
542.09,449,Car
532.26,449,Car
435.39,429,Car
265.99,429,Car
294.63,436,Car
210.68,436,Car
565.9387899,523,Car
306.3946063,523,Car
565.46,577,Car
478.99,577,Car
282.5,577,Car
578.83,577,Car
423.93,577,Car
465.13,577,Car
275.16,577,Car
562.9,621,Car
319.91,621,Car
316.0550386,621,Car
575.6282879,621,Car
352.39,329,Car
233.64,329,Car
404.49,429,Car
260.91,429,Car
448.57,536,Car
275.95,536,Car
385.12,536,Car
504.08,536,Car
565.72,536,Car
511.74,621,Car
304.99,621,Car
308.38,201,Car
194.06,201,Car
312.34,201,Car
195.73,201,Car
218.81,302,Car
330.16,302,Car
372.98,416,Car
233.71,416,Car
351.03,416,Car
466.65,416,Car
413.25,416,Car
344.37,563,Car
557.51,563,Car
289.23,70,Car
235.74,70,Car
151.8317607,70,Car
197.2247986,70,Car
546.41,451,Car
333.09,451,Car
279.44774,148,Car
183.21717,148,Car
267.51846,148,Car
183.92905,148,Car
309.35295,168,Car
203.96331,168,Car
301.8454522,168,Car
209.1254691,168,Car
184.23176,143,Car
262.3794387,143,Car
422.12296,291,Car
278.29032,291,Car
426.0291,291,Car
283.77473,291,Car
402.69605,237,Car
254.15928,237,Car
312.0739856,168,Car
221.4244545,168,Car
197.57017,74,Car
145.49573,74,Car
138.67102,74,Car
179.9171549,74,Car
277.71965,166,Truck
204.9471,166,Truck
290.48768,166,Truck
214.55972,166,Truck
341.92211,224,Truck
226.77512,224,Truck
291.30131,148,Truck
212.29167,148,Truck
270.17596,148,Truck
192.39054,148,Truck
295.42098,168,Truck
216.4332,168,Truck
279.74055,148,Truck
204.65414,148,Truck
303.75361,168,Truck
226.08964,168,Truck
243,301,Car
187,301,Car
417,325,Car
254,325,Car
403,325,Car
249,325,Car
434,325,Car
266,325,Car
395,330,Car
242,330,Car
370,330,Car
235,330,Car
410,330,Car
252,330,Car
402,330,Car
257,330,Car
400,330,Car
252,330,Car
242,301,Car
185,301,Car
232,301,Car
168,301,Car
237,301,Car
174,301,Car
360,328,Car
217,328,Car
360,328,Car
218,328,Car
353,328,Car
214,328,Car
358,328,Car
213,328,Car
365,328,Car
228,328,Car
367,328,Car
225,328,Car
357,328,Car
216,328,Car
357,328,Car
215,328,Car
382,328,Car
238,328,Car
385,328,Car
235,328,Car
379.290488,328,Car
232.6634131,328,Car
379.3905424,328,Car
234.0686641,328,Car
242,301,Car
178,301,Car
248,301,Car
178,301,Car
257,301,Car
203,301,Car
254,301,Car
205,301,Car
385.1874427,330,Car
245.2058571,330,Car
249.4591824,330,Car
406.2852723,330,Car
262,330,Car
402,330,Car
264,330,Car
401,330,Car
260,330,Car
401,330,Car
258,330,Car
402,330,Car
460,420,Car
282,420,Car
460,420,Car
281,420,Car
450,420,Car
275,420,Car
449,420,Car
273,420,Car
452,420,Car
276,420,Car
451,420,Car
274,420,Car
436,420,Car
261,420,Car
436,420,Car
263,420,Car
231,302,Car
186,302,Car
234,302,Car
186,302,Car
409,325,Car
260,325,Car
416,325,Car
265,325,Car
403,325,Car
256,325,Car
246,265,Truck
351,265,Truck
348,265,Truck
242,265,Truck
350,265,Truck
239,265,Truck
